Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_B04001_001,SE_B04001_002,SE_B04001_003,SE_B04001_004,SE_B04001_005,SE_B04001_006,SE_B04001_007,SE_B04001_008,SE_B04001_009,SE_B04001_010,PCT_SE_B04001_002,PCT_SE_B04001_003,PCT_SE_B04001_004,PCT_SE_B04001_005,PCT_SE_B04001_006,PCT_SE_B04001_007,PCT_SE_B04001_008,PCT_SE_B04001_009,PCT_SE_B04001_010
"060371173012","15000US060371173012","Block Group 2","Block Group 2, Census Tract 1173.01, Los Angeles County, California","ca","150","00","ACSSF","0014581",,,,,"06","037",,,,"117301","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102,635,513,25,0,63,0,0,34,467,57.62,46.55,2.27,0,5.72,0,0,3.09,42.38
"060371173013","15000US060371173013","Block Group 3","Block Group 3, Census Tract 1173.01, Los Angeles County, California","ca","150","00","ACSSF","0014582",,,,,"06","037",,,,"117301","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080,588,461,38,0,65,0,0,24,492,54.44,42.69,3.52,0,6.02,0,0,2.22,45.56
"060371173021","15000US060371173021","Block Group 1","Block Group 1, Census Tract 1173.02, Los Angeles County, California","ca","150","00","ACSSF","0014583",,,,,"06","037",,,,"117302","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846,628,412,12,0,183,0,0,21,218,74.23,48.7,1.42,0,21.63,0,0,2.48,25.77
"060371173022","15000US060371173022","Block Group 2","Block Group 2, Census Tract 1173.02, Los Angeles County, California","ca","150","00","ACSSF","0014584",,,,,"06","037",,,,"117302","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1416,846,544,45,0,242,0,15,0,570,59.75,38.42,3.18,0,17.09,0,1.06,0,40.25
"060371173023","15000US060371173023","Block Group 3","Block Group 3, Census Tract 1173.02, Los Angeles County, California","ca","150","00","ACSSF","0014585",,,,,"06","037",,,,"117302","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014,811,563,25,0,214,0,0,9,203,79.98,55.52,2.47,0,21.1,0,0,0.89,20.02
"060371173024","15000US060371173024","Block Group 4","Block Group 4, Census Tract 1173.02, Los Angeles County, California","ca","150","00","ACSSF","0014586",,,,,"06","037",,,,"117302","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953,1616,642,501,13,211,113,0,136,337,82.74,32.87,25.65,0.67,10.8,5.79,0,6.96,17.26
"060371173031","15000US060371173031","Block Group 1","Block Group 1, Census Tract 1173.03, Los Angeles County, California","ca","150","00","ACSSF","0014587",,,,,"06","037",,,,"117303","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2582,1470,753,148,3,480,0,22,64,1112,56.93,29.16,5.73,0.12,18.59,0,0.85,2.48,43.07
"060371173032","15000US060371173032","Block Group 2","Block Group 2, Census Tract 1173.03, Los Angeles County, California","ca","150","00","ACSSF","0014588",,,,,"06","037",,,,"117303","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172,588,444,0,0,130,0,0,14,584,50.17,37.88,0,0,11.09,0,0,1.19,49.83
"060371174041","15000US060371174041","Block Group 1","Block Group 1, Census Tract 1174.04, Los Angeles County, California","ca","150","00","ACSSF","0014589",,,,,"06","037",,,,"117404","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705,1061,686,61,0,303,0,0,11,644,62.23,40.23,3.58,0,17.77,0,0,0.65,37.77
"060371174042","15000US060371174042","Block Group 2","Block Group 2, Census Tract 1174.04, Los Angeles County, California","ca","150","00","ACSSF","0014590",,,,,"06","037",,,,"117404","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107,750,620,2,0,127,0,0,1,357,67.75,56.01,0.18,0,11.47,0,0,0.09,32.25
"060371174043","15000US060371174043","Block Group 3","Block Group 3, Census Tract 1174.04, Los Angeles County, California","ca","150","00","ACSSF","0014591",,,,,"06","037",,,,"117404","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2512,1272,683,3,0,385,0,0,201,1240,50.64,27.19,0.12,0,15.33,0,0,8,49.36
"060371174051","15000US060371174051","Block Group 1","Block Group 1, Census Tract 1174.05, Los Angeles County, California","ca","150","00","ACSSF","0014592",,,,,"06","037",,,,"117405","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3574,259,50,110,0,99,0,0,0,3315,7.25,1.4,3.08,0,2.77,0,0,0,92.75
"060371174071","15000US060371174071","Block Group 1","Block Group 1, Census Tract 1174.07, Los Angeles County, California","ca","150","00","ACSSF","0014593",,,,,"06","037",,,,"117407","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3836,174,17,49,0,90,0,0,18,3662,4.54,0.44,1.28,0,2.35,0,0,0.47,95.46
"060371174081","15000US060371174081","Block Group 1","Block Group 1, Census Tract 1174.08, Los Angeles County, California","ca","150","00","ACSSF","0014594",,,,,"06","037",,,,"117408","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3073,618,116,145,0,333,0,0,24,2455,20.11,3.77,4.72,0,10.84,0,0,0.78,79.89
"060371175101","15000US060371175101","Block Group 1","Block Group 1, Census Tract 1175.10, Los Angeles County, California","ca","150","00","ACSSF","0014595",,,,,"06","037",,,,"117510","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3687,750,348,128,0,274,0,0,0,2937,20.34,9.44,3.47,0,7.43,0,0,0,79.66
"060371175201","15000US060371175201","Block Group 1","Block Group 1, Census Tract 1175.20, Los Angeles County, California","ca","150","00","ACSSF","0014596",,,,,"06","037",,,,"117520","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4168,738,170,239,0,307,0,0,22,3430,17.71,4.08,5.73,0,7.37,0,0,0.53,82.29
"060371175301","15000US060371175301","Block Group 1","Block Group 1, Census Tract 1175.30, Los Angeles County, California","ca","150","00","ACSSF","0014597",,,,,"06","037",,,,"117530","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2803,341,58,30,0,237,0,0,16,2462,12.17,2.07,1.07,0,8.46,0,0,0.57,87.83
"060371175302","15000US060371175302","Block Group 2","Block Group 2, Census Tract 1175.30, Los Angeles County, California","ca","150","00","ACSSF","0014598",,,,,"06","037",,,,"117530","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3939,1029,319,95,0,503,21,13,78,2910,26.12,8.1,2.41,0,12.77,0.53,0.33,1.98,73.88
"060371190011","15000US060371190011","Block Group 1","Block Group 1, Census Tract 1190.01, Los Angeles County, California","ca","150","00","ACSSF","0014599",,,,,"06","037",,,,"119001","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1926,691,343,14,2,328,0,0,4,1235,35.88,17.81,0.73,0.1,17.03,0,0,0.21,64.12
"060371190012","15000US060371190012","Block Group 2","Block Group 2, Census Tract 1190.01, Los Angeles County, California","ca","150","00","ACSSF","0014600",,,,,"06","037",,,,"119001","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103,423,188,0,0,180,0,0,55,680,38.35,17.04,0,0,16.32,0,0,4.99,61.65
"060371190013","15000US060371190013","Block Group 3","Block Group 3, Census Tract 1190.01, Los Angeles County, California","ca","150","00","ACSSF","0014601",,,,,"06","037",,,,"119001","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406,161,47,0,23,91,0,0,0,1245,11.45,3.34,0,1.64,6.47,0,0,0,88.55
"060371190021","15000US060371190021","Block Group 1","Block Group 1, Census Tract 1190.02, Los Angeles County, California","ca","150","00","ACSSF","0014602",,,,,"06","037",,,,"119002","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038,114,35,7,0,70,0,0,2,924,10.98,3.37,0.67,0,6.74,0,0,0.19,89.02
"060371190022","15000US060371190022","Block Group 2","Block Group 2, Census Tract 1190.02, Los Angeles County, California","ca","150","00","ACSSF","0014603",,,,,"06","037",,,,"119002","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2028,270,40,0,0,186,0,0,44,1758,13.31,1.97,0,0,9.17,0,0,2.17,86.69
"060371190023","15000US060371190023","Block Group 3","Block Group 3, Census Tract 1190.02, Los Angeles County, California","ca","150","00","ACSSF","0014604",,,,,"06","037",,,,"119002","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222,269,56,21,0,180,0,0,12,953,22.01,4.58,1.72,0,14.73,0,0,0.98,77.99
"060371190024","15000US060371190024","Block Group 4","Block Group 4, Census Tract 1190.02, Los Angeles County, California","ca","150","00","ACSSF","0014605",,,,,"06","037",,,,"119002","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2502,526,214,0,0,303,0,9,0,1976,21.02,8.55,0,0,12.11,0,0.36,0,78.98
"060371190025","15000US060371190025","Block Group 5","Block Group 5, Census Tract 1190.02, Los Angeles County, California","ca","150","00","ACSSF","0014606",,,,,"06","037",,,,"119002","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186,153,65,61,0,27,0,0,0,1033,12.9,5.48,5.14,0,2.28,0,0,0,87.1
"060371192011","15000US060371192011","Block Group 1","Block Group 1, Census Tract 1192.01, Los Angeles County, California","ca","150","00","ACSSF","0014607",,,,,"06","037",,,,"119201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229,117,49,2,0,66,0,0,0,1112,9.52,3.99,0.16,0,5.37,0,0,0,90.48
"060371192012","15000US060371192012","Block Group 2","Block Group 2, Census Tract 1192.01, Los Angeles County, California","ca","150","00","ACSSF","0014608",,,,,"06","037",,,,"119201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163,202,52,0,40,104,0,0,6,961,17.37,4.47,0,3.44,8.94,0,0,0.52,82.63
"060371192013","15000US060371192013","Block Group 3","Block Group 3, Census Tract 1192.01, Los Angeles County, California","ca","150","00","ACSSF","0014609",,,,,"06","037",,,,"119201","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2155,242,118,28,0,96,0,0,0,1913,11.23,5.48,1.3,0,4.45,0,0,0,88.77
"060371192021","15000US060371192021","Block Group 1","Block Group 1, Census Tract 1192.02, Los Angeles County, California","ca","150","00","ACSSF","0014610",,,,,"06","037",,,,"119202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077,152,67,33,0,52,0,0,0,925,14.11,6.22,3.06,0,4.83,0,0,0,85.89
"060371192022","15000US060371192022","Block Group 2","Block Group 2, Census Tract 1192.02, Los Angeles County, California","ca","150","00","ACSSF","0014611",,,,,"06","037",,,,"119202","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,102,39,0,26,37,0,0,0,908,10.1,3.86,0,2.57,3.66,0,0,0,89.9
"060371192023","15000US060371192023","Block Group 3","Block Group 3, Census Tract 1192.02, Los Angeles County, California","ca","150","00","ACSSF","0014612",,,,,"06","037",,,,"119202","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,67,36,0,0,31,0,0,0,888,7.02,3.77,0,0,3.25,0,0,0,92.98
"060371192024","15000US060371192024","Block Group 4","Block Group 4, Census Tract 1192.02, Los Angeles County, California","ca","150","00","ACSSF","0014613",,,,,"06","037",,,,"119202","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717,212,32,2,0,176,0,0,2,1505,12.35,1.86,0.12,0,10.25,0,0,0.12,87.65
"060371193101","15000US060371193101","Block Group 1","Block Group 1, Census Tract 1193.10, Los Angeles County, California","ca","150","00","ACSSF","0014614",,,,,"06","037",,,,"119310","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,560,279,84,6,191,0,0,0,1454,27.81,13.85,4.17,0.3,9.48,0,0,0,72.19
"060371193102","15000US060371193102","Block Group 2","Block Group 2, Census Tract 1193.10, Los Angeles County, California","ca","150","00","ACSSF","0014615",,,,,"06","037",,,,"119310","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2073,841,294,90,0,457,0,0,0,1232,40.57,14.18,4.34,0,22.05,0,0,0,59.43
"060371193201","15000US060371193201","Block Group 1","Block Group 1, Census Tract 1193.20, Los Angeles County, California","ca","150","00","ACSSF","0014616",,,,,"06","037",,,,"119320","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4906,1480,270,296,0,861,0,0,53,3426,30.17,5.5,6.03,0,17.55,0,0,1.08,69.83
"060371193401","15000US060371193401","Block Group 1","Block Group 1, Census Tract 1193.40, Los Angeles County, California","ca","150","00","ACSSF","0014617",,,,,"06","037",,,,"119340","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4264,265,4,158,0,103,0,0,0,3999,6.21,0.09,3.71,0,2.42,0,0,0,93.79
"060371193411","15000US060371193411","Block Group 1","Block Group 1, Census Tract 1193.41, Los Angeles County, California","ca","150","00","ACSSF","0014618",,,,,"06","037",,,,"119341","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2890,1330,401,137,0,772,0,13,7,1560,46.02,13.88,4.74,0,26.71,0,0.45,0.24,53.98
"060371193421","15000US060371193421","Block Group 1","Block Group 1, Census Tract 1193.42, Los Angeles County, California","ca","150","00","ACSSF","0014619",,,,,"06","037",,,,"119342","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2911,662,203,58,19,378,0,0,4,2249,22.74,6.97,1.99,0.65,12.99,0,0,0.14,77.26
"060371194001","15000US060371194001","Block Group 1","Block Group 1, Census Tract 1194, Los Angeles County, California","ca","150","00","ACSSF","0014620",,,,,"06","037",,,,"119400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,128,35,12,0,41,0,0,40,417,23.49,6.42,2.2,0,7.52,0,0,7.34,76.51
"060371194002","15000US060371194002","Block Group 2","Block Group 2, Census Tract 1194, Los Angeles County, California","ca","150","00","ACSSF","0014621",,,,,"06","037",,,,"119400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1854,270,111,0,0,136,0,0,23,1584,14.56,5.99,0,0,7.34,0,0,1.24,85.44
"060371194003","15000US060371194003","Block Group 3","Block Group 3, Census Tract 1194, Los Angeles County, California","ca","150","00","ACSSF","0014622",,,,,"06","037",,,,"119400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415,246,130,0,0,116,0,0,0,1169,17.39,9.19,0,0,8.2,0,0,0,82.61
"060371194004","15000US060371194004","Block Group 4","Block Group 4, Census Tract 1194, Los Angeles County, California","ca","150","00","ACSSF","0014623",,,,,"06","037",,,,"119400","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685,385,121,62,0,192,0,10,0,1300,22.85,7.18,3.68,0,11.39,0,0.59,0,77.15
"060371197001","15000US060371197001","Block Group 1","Block Group 1, Census Tract 1197, Los Angeles County, California","ca","150","00","ACSSF","0014624",,,,,"06","037",,,,"119700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383,1012,628,179,0,153,0,7,45,371,73.17,45.41,12.94,0,11.06,0,0.51,3.25,26.83
"060371197002","15000US060371197002","Block Group 2","Block Group 2, Census Tract 1197, Los Angeles County, California","ca","150","00","ACSSF","0014625",,,,,"06","037",,,,"119700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,1290,457,0,0,787,0,0,46,714,64.37,22.8,0,0,39.27,0,0,2.3,35.63
"060371197003","15000US060371197003","Block Group 3","Block Group 3, Census Tract 1197, Los Angeles County, California","ca","150","00","ACSSF","0014626",,,,,"06","037",,,,"119700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526,320,172,0,0,148,0,0,0,1206,20.97,11.27,0,0,9.7,0,0,0,79.03
"060371198001","15000US060371198001","Block Group 1","Block Group 1, Census Tract 1198, Los Angeles County, California","ca","150","00","ACSSF","0014627",,,,,"06","037",,,,"119800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,365,160,19,0,186,0,0,0,455,44.51,19.51,2.32,0,22.68,0,0,0,55.49
